comment,cleaned_comment,sentiment
I wish I am rich enough to make my own fanfiction into a full blown movie with my favorite racers,i wish i am rich enough to make my own fanfiction into a full blown movie with my favorite racers,Positive
Love thiss❤❤❤,love thiss,Positive
I hope this movie is 3 hours long.,i hope this movie is 3 hours long,Negative
Man..... Led Zeppelin just hit that Daytona race just right 👌,man led zeppelin just hit that daytona race just right ,Positive
"It looks exactly like a remake of Sylvester Stallones ""Driven"". Identical plot",it looks exactly like a remake of sylvester stallones driven identical plot,Positive
movie's alright quite enjoyed it,movies alright quite enjoyed it,Positive
"Personal level, wishing for futuristic galactic battle movie with nordics not racing 🏎️",personal level wishing for futuristic galactic battle movie with nordics not racing ,Neutral
It would've been called Days of Thunder: Cole Trickle.,it wouldve been called days of thunder cole trickle,Neutral
Seems like a remake of Driven to me. Just F1 rather than CART.,seems like a remake of driven to me just f1 rather than cart,Neutral
 @CarRacer65  Close enough., carracer65  close enough,Neutral
"Idk how the movie will turn out, but ROSÉ - Messy M/V was magnificent",idk how the movie will turn out but ros  messy mv was magnificent,Positive
Just Amazing,just amazing,Positive
Must Watching !!,must watching ,Neutral
COLAPINTOOOOOOO!!!!    FTW.,colapintooooooo    ftw,Neutral
Just watched it! 10/10 absolute masterpiece!,just watched it 1010 absolute masterpiece,Positive
I'll definitely see this in theaters,ill definitely see this in theaters,Negative
"Are they making the Top Gun:Maverick of Formula 1? Well, certainly they have spent the budget well.",are they making the top gunmaverick of formula 1 well certainly they have spent the budget well,Positive
absolutely cinema,absolutely cinema,Positive
"Formula 1 cars from the 2022 and 23 season are featured.
On the other hand, there is a scene where he gets into a 1990 Lotus T102.

If Sonny had driven a Lotus at the age of 20, he would be 53 years old in 2023.


...Fernando Alonso can also run until he is 53.

Proof complete.","formula 1 cars from the 2022 and 23 season are featured
on the other hand there is a scene where he gets into a 1990 lotus t102

if sonny had driven a lotus at the age of 20 he would be 53 years old in 2023


fernando alonso can also run until he is 53

proof complete",Positive
"Could you guys fix the color, and not make the film look like a corporate reel for IG? Thanks",could you guys fix the color and not make the film look like a corporate reel for ig thanks,Positive
Imagine if this film had been down with V10 or V8 engines!,imagine if this film had been down with v10 or v8 engines,Negative
"Oldest F1 race winner was Luigi Fagioli at 53. Brad Pitt looks like he is 50 and Fernando Alonso at 43 is still one of the top drivers. I can buy that. And of course the director Joseph Kosinski pulled off Top Gun: Maverick with Tom Cruise. I Have not seen the movie, but the plot with an older driver is not unplausible, just a little stretch. Also a lot of real drivers as themselves, I will watch this movie.",oldest f1 race winner was luigi fagioli at 53 brad pitt looks like he is 50 and fernando alonso at 43 is still one of the top drivers i can buy that and of course the director joseph kosinski pulled off top gun maverick with tom cruise i have not seen the movie but the plot with an older driver is not unplausible just a little stretch also a lot of real drivers as themselves i will watch this movie,Positive
nice bro 😮,nice bro ,Positive
can't wait,cant wait,Neutral
its june im feining for this to drop,its june im feining for this to drop,Neutral
Cant believe franklin got into f1 after all that stuff,cant believe franklin got into f1 after all that stuff,Neutral
They replaced the normal cameras  you see in an f1 car with sony cameras which is kinda cool these cars are also real,they replaced the normal cameras  you see in an f1 car with sony cameras which is kinda cool these cars are also real,Positive
It was very interesting,it was very interesting,Positive
It was very interesting,it was very interesting,Positive
Reminds me of Driven a old Stalone movie.,reminds me of driven a old stalone movie,Positive
Right?! Gotta catch this one on the big screen with that kind of surround sound!,right gotta catch this one on the big screen with that kind of surround sound,Positive
Best part of the movie is when Brad Pitt picks up quarters with his tires.,best part of the movie is when brad pitt picks up quarters with his tires,Positive
that opening 3 sec zimmer tune in d beginning. is that in the soundtrack? i luv that lil beat,that opening 3 sec zimmer tune in d beginning is that in the soundtrack i luv that lil beat,Negative
Brilliant movie!,brilliant movie,Positive
0:21 is that a reference to Ronnie Peterson on the helmet?,021 is that a reference to ronnie peterson on the helmet,Neutral
Tiësto 😎 is in as well 🔥,tisto  is in as well ,Neutral
"went to see this today

10/10 i literally cannot lie","went to see this today

1010 i literally cannot lie",Neutral
"Old, never won a race, paired with a promising rookie on a back-marker team?  Personally, I am looking forward to this Nico Hulkenberg biopic!",old never won a race paired with a promising rookie on a backmarker team  personally i am looking forward to this nico hulkenberg biopic,Positive
Awesome movie!,awesome movie,Positive
The best movie ever made,the best movie ever made,Positive
🎉🎉 Nice 🎉🎉, nice ,Positive
Guess the film must be a lot more exciting than today's F1... At least you don't fall asleep half way through...,guess the film must be a lot more exciting than todays f1 at least you dont fall asleep half way through,Positive
"Apple şirketinin Sony şirketine göz kırpan bir film olduğunu görmemek elde değil. Oradaki telefon göndermesi bile yerindeydi. Kısaca filmin özetle deseydiniz; Bu apple sony ile çalışmak istiyoruz."" olurdu.😂😂",apple irketinin sony irketine gz krpan bir film olduunu grmemek elde deil oradaki telefon gndermesi bile yerindeydi ksaca filmin zetle deseydiniz bu apple sony ile almak istiyoruz olurdu,Neutral
"Call it, Friendo.",call it friendo,Neutral
If Ver was in the last track fr he wont stand a chance😢,if ver was in the last track fr he wont stand a chance,Neutral
"wow, so we are going to see fernando alonso in the role of team principal, leads his apx gp team to both the WCC and WDC",wow so we are going to see fernando alonso in the role of team principal leads his apx gp team to both the wcc and wdc,Positive
"Jesus Christ, I love this movie !!!",jesus christ i love this movie ,Positive
Needed more Guenther!,needed more guenther,Positive
"10/10
worth the watch","1010
worth the watch",Positive
Definitivamente... es cine🚬🚬🚬,definitivamente es cine,Neutral
no mention of canadians? the true storm troopers,no mention of canadians the true storm troopers,Positive
Not even a fairy tale magic can make a new team dominant in f1 in their debut season but still gonna see it,not even a fairy tale magic can make a new team dominant in f1 in their debut season but still gonna see it,Positive
